row_index,key,contoh,googlecontoh
13335,bel-,bergembira; bersedih,happy; sad
13336,bel-,bergulat; bertinju,wrestling; boxing
13337,bel-,berhias; bercukur,groomed; shaved
13338,bela,istri yang setia itu telah melakukan bela,the faithful wife has done her duty
13339,bela,menuntut bela,avenge
13355,belah,banyak kutu busuk bersembunyi pada belah papan tempat tidur itu,many bedbugs were hiding in the bed boards
13356,belah,kedua belah tangannya buntung,both of his hands were amputated
13357,belah,hal itu telah disetujui oleh kedua belah pihak,it has been agreed by both parties
13358,belah,"karena gempa yang sangat hebat, bukit itu belah dua","because of a very strong earthquake, the hill was split in two"
13359,belah,belah tiga; belah empat,quartered; quartered
13370,belahan,menurut belahan membujur panjang,according to the longitudinal section
13371,belahan,belahan pepaya itu disimpannya di dalam lemari es; belahan bumi sebelah utara,The papaya halves were kept in the refrigerator; the northern hemisphere
13372,belahan,baik belahan yang dekat maupun yang jauh semuanya diperlakukan sama,both near and far hemispheres are treated equally
13373,belahan,orang yang tidak punya sawah kebanyakan mengambil belahan saja,People who don't have rice fields mostly just take a share
13383,belajar,adik belajar membaca,little brother learning to read
13384,belajar,ia sedang belajar mengetik; murid-murid itu sedang belajar karate,he is learning to type; the students are learning karate
13389,belak,jati kembang adalah jati yang belaknya jelas kelihatan,Flower teak is teak whose backing is clearly visible
13390,belaka,penghuni rumah itu perempuan belaka,The only occupant of the house was a woman
13391,belaka,perkataannya bohong belaka,his words are a complete lie
13392,belakang,ia mendukung anaknya di belakang tubuhnya,he supported his child behind his body
13394,belakang,ia datang dari belakang; rumahnya di belakang gedung bioskop,he came from behind; his house is behind the cinema building
13395,belakang,anak-anak berlindung di belakang pohon,children taking shelter behind a tree
13396,belakang,"bekerjalah terus, berhasil tidaknya itu urusan belakang","keep working, whether you succeed or not is a secondary matter"
13398,belakang layar,mereka bergerak di belakang layar layar,they move behind the scenes
13401,belakangan,belakangan ketahuan juga siapa pencurinya,Later it was discovered who the thief was
13402,belakangan,belakangan ini diadakan lomba sepatu roda di Jakarta,Recently a roller skating competition was held in Jakarta
13403,belakangan,"saya membayar sebagian dulu, sisanya belakangan","I pay part first, the rest later"
13404,belakangan,yang datang belakangan tidak mendapat kursi,those who come later don't get a seat
13437,belandong,beberapa jenis kayu dilarang untuk ditebang para belandong,Some types of wood are forbidden for the belandong to cut down
13439,belandung,"bajunya terbuat dari kain mahal, tetapi tidak bagus sebab lengannya belandung","His clothes were made of expensive cloth, but they were not good because the sleeves were covered in mud"
13441,belang,kulitnya penuh belang bekas sakit,his skin was full of scars from illness
13442,belang,harimau belang; kuda belang; ular belang,striped tiger; striped horse; striped snake
13443,belang,sekarang barulah ketahuan belangnya,now the stripes are discovered
13444,belang bentong,pakan ikan buatan efeknya buruk sebab kelak warna ikan belang bentong bentong,Artificial fish food has a bad effect because the color of the fish will be striped bentong bentong
13459,belanja,belanja resepsi perkawinan itu ditanggung calon suaminya,the wedding reception expenses were borne by the prospective husband
13460,belanja,keuntungan penjualan di warungnya cukup untuk belanja (sehari-hari),The sales profits from his shop are enough for daily shopping.
13461,belanja,"belanja pembantunya Rp100.000,00 sebulan","the maid's expenses are Rp. 100,000.00 a month"
13477,belantara,hutan belantara; padang belantara,jungle; wilderness
13482,belantika,belantika musik,music scene
13483,belantika,gemerlap karier artis di belantika hiburan tanah air perlahan memudar,The glittering careers of artists in the Indonesian entertainment world are slowly fading.
13486,belarak,ia pun menjebol dinding rumahnya yang terbuat dari gedek dan belarak,He also broke through the wall of his house which was made of gedek and belarak
13489,belas,muncul rasa belasnya melihat pengemis tua itu,a feeling of compassion arose when he saw the old beggar
13494,belasan,"tidak banyak yang hadir, hanya belasan orang; remaja belasan tahun remaja yang berumur antara 11 dan 19 tahun","not many people attended, only a dozen people; Teenagers are teenagers aged between 11 and 19 years"
13496,belasungkawa,"ketika orang tuanya meninggal, dia banyak menerima karangan bunga dan telegram belasungkawa dari teman-temannya","When his parents died, he received many flowers and condolence telegrams from his friends."
13500,belat,cuci udang yang dibawa ayahmu dengan belat di dapur,wash the shrimp your father brought with a splint in the kitchen
13509,belati,tali belati tali buatan Eropa,European made dagger rope
13543,beleid,usaha ekspor yang mereka lakukan makin seret karena terjegal oleh beleid negara asing,Their export efforts are increasingly being hampered because they are being hampered by foreign country regulations
13550,belekan,anak-anak dapat mengalami mata belekan ketika pilek; pemberian makanan yang salah dapat membuat kucing belekan,Children can have runny eyes when they have a cold; giving the wrong food can make cats have runny eyes
13553,belel,ia pergi memakai celana panjang yang sudah belel dan bersandal jepit,he went out wearing worn-out trousers and flip-flops
13558,belembang,ijuk satu belembang,one palm fiber
13565,beleng,tunggal beleng hanya seorang diri (tanpa adik tanpa kakak),"single and only alone (no younger siblings, no older siblings)"
13568,belenger,makanannya terlalu banyak sampai belenger,there's too much food until it's bloated
13569,belenggu,polisi memasang belenggu pada tangan pencuri yang baru ditangkap itu,the police put shackles on the hands of the thief who had just been caught
13570,belenggu,negara kita sudah terlepas dari belenggu penjajahan,Our country has been freed from the shackles of colonialism
13576,belengkong,garis pantai itu belengkong karena pukulan ombak,the coastline is curved due to the pounding of the waves
13585,beleran,rumahnya acap kali digunakan untuk beleran,his house is often used for beleran
13596,beli,beli Made mau ke mana?,Where do you want to buy Made?
13602,belian,budak belian,purchased slave
13627,beliku,sungai itu mengalir menempuh belikunya yang telah tertentu,the river flows along its designated course
13641,beling,sewaktu kecil ia dikenal sebagai anak yang beling,as a child he was known as a glass child
13652,belis,besar kecilnya pembayaran belis biasanya bergantung pada tawar-menawar,The size of the dowry payment usually depends on bargaining.
13655,belit-membelit,ular-ular itu belit-membelit,the snakes were twisting
13694,belongkotan,kayu belongkotan,wood belonging to the city
13738,belulang,kasut dari belulang kerbau,shoes made from buffalo bones
13743,belum,ia belum dewasa; ibu belum pulang dari pasar,he is not an adult yet; mother has not come home from the market
13762,belum-belum,belum-belum sudah gemetar,already shaking before long
13767,belunjur,berbaring dengan kakinya belunjur; duduk belunjur,lying with his legs stretched out; sitting stretched out
13795,bena,cantik manis terlalu bena,beautiful sweet too true
13796,bena,tiada berapa bena tidak berapa luar biasa,no matter how good or how extraordinary
13797,bena,mengambil bena (kepada) [1] memedulikan [2] memperhatikan; bena tak bena [1] acuh tidak acuh [2] tidak peduli,take bena (to) [1] care about [2] pay attention; bena tak bena [1] indifferent [2] don't care
13805,benak,"belum terbayang dalam benak saya, bagaimana memecahkan persoalan itu",I haven't imagined in my mind how to solve this problem
13829,benang merah,"kalau disimak, perjalanan para alumni sekolah kejuruan ini mempunyai satu benang merah merah, yaitu semua dapat berdiri tegak mendapat tempat terhormat di masyarakat","If you pay attention, the journey of these vocational school alumni has one common thread, namely that all of them can stand tall and gain an honorable place in society."
13845,benar,apa yang dikatakannya itu benar; jawabannya benar semua,what he said was true; all his answers were correct
13846,benar,keputusan hakim hendaknya benar,The judge's decision must be correct
13847,benar,orang ini amat benar,this person is so right
13848,benar,"karena diancam akan dibunuh, ia memberikan kesaksian yang tidak benar","because he was threatened with death, he gave false testimony"
13849,benar,keputusannya benar,the decision is correct
13850,benar,mahal benar buku ini,this book is really expensive
13851,benar-benar,nasihat gurunya benar-benar dipegangnya,He really adhered to his teacher's advice
13854,benaran,ia berusaha menata sendiri dekorasi akuariumnya dengan menggunakan tanaman air benaran,He tried to arrange his own aquarium decorations using real aquatic plants.
13858,bencana,pemimpin yang tidak jujur akan menimbulkan bencana bagi negara dan bangsa; dalam bencana [1] dalam bahaya [2] dalam kecelakaan,a dishonest leader will cause disaster for the country and nation; in disaster [1] in danger [2] in an accident
13859,bencana,mereka mengadakan selamatan untuk menolak bencana roh jahat,they held a celebration to ward off evil spirit disasters
13869,benci,saya benci kepada penjilat; ia benci benar kepada orang yang suka menonjolkan diri dan memburuk-burukkan orang lain,I hate sycophants; He really hates people who like to put themselves forward and make other people worse
13871,bencirih,sistem imun balita harus distabilkan agar tidak bencirih,The toddler's immune system must be stabilized so that it does not become infected.
13877,benda,rumah itu terbakar bersama benda yang ada di dalamnya,The house caught fire along with the objects inside
13914,bendera,di depan gedung tempat diselenggarakannya konferensi dikibarkan bendera negara peserta,"in front of the building where the conference was held, the flags of the participating countries were flown"
13926,benderang,tunggulnya merah amat benderang; bulan benderang,the stump was very bright red; the moon is bright
13932,bendo,bendonya terbuat dari batik halus,the bendo is made of fine batik
13956,benga,kakak benga bambu sehingga terlihat bagian dalamnya,big brother bamboo so that the inside is visible
13974,bengawan,bengawan Solo,Solo River
13975,bengawan,"jika kita langgar juga, niscaya menjadi bengawan hijaulah negeri Majapahit","If we violate it, the Majapahit kingdom will surely become a green river"
13978,bengep,mukanya bengep karena dipukuli orang,his face was swollen because someone beat him
13993,bengis,raja itu sangat bengis terhadap rakyatnya,The king was very cruel towards his people
13994,bengis,hukuman yang bengis; tindakan yang bengis,cruel punishment; cruel act
13995,bengis,kata-katanya yang bengis akan menimbulkan dendam,his cruel words will cause revenge
13998,bengkah,dinding itu bengkah kena gempa,The wall was damaged by the earthquake
13999,bengkahan,di bengkahan itu tampak tanah memerah,in the lump the ground looks red
